time,G1,G2,G3,total_gen_MW,net_load_MW
2024-06-15 03:00:00,20.118914,0.0,0.0,20.118914,20.11891357427671
2024-06-15 04:00:00,17.199105,0.0,0.0,17.199105,17.199104706423924
2024-06-15 05:00:00,22.95655,0.0,0.0,22.95655,22.95655009354539
2024-06-15 06:00:00,17.155421,0.0,0.0,17.155421,17.155420571906514
2024-06-15 07:00:00,16.315104,0.0,0.0,16.315104,16.315104347897226
2024-06-15 08:00:00,9.4181463,0.0,0.0,9.4181463,9.418146299014083
2024-06-15 09:00:00,2.4555841,0.0,0.0,2.4555841,2.4555840964095097
2024-06-15 10:00:00,0.0,0.0,0.0,0.0,0.0
2024-06-15 11:00:00,4.6321713,0.0,0.0,4.6321713,4.632171340769105
2024-06-15 12:00:00,6.1865836,0.0,0.0,6.1865836,6.186583591213463
2024-06-15 13:00:00,1.41308,0.0,0.0,1.41308,1.413080019697226
2024-06-15 14:00:00,0.0,0.0,0.0,0.0,0.0
2024-06-15 15:00:00,0.0,0.0,0.0,0.0,0.0
